Chromosomes,Start,End,Count
ChrA01,1177825,1182102,8
ChrA01,1189291,1203372,7
ChrA01,1189291,1209234,8
ChrA01,1189291,1209234,7
ChrA01,1189291,1209234,7
ChrA01,1189291,1209234,6
ChrA01,1215815,1227409,18
ChrA01,1215815,1227409,17
ChrA01,1217488,1227409,15
ChrA01,1217488,1227409,14
ChrA01,1217536,1227409,14
ChrA01,1227763,1234335,14
ChrA01,1227763,1241309,22
ChrA01,1227763,1243269,24
ChrA01,1234123,1244989,9
ChrA01,1243993,1247057,8
ChrA01,1243993,1247057,7
ChrA01,1244465,1247057,4
ChrA01,1246964,1252830,13
ChrA01,1246964,1260067,19
ChrA01,1246964,1260067,18
ChrA01,1246964,1260067,17
ChrA01,1246964,1260067,15
ChrA01,1246964,1260067,15
ChrA01,1246964,1260067,17
ChrA01,1246964,1260067,16
ChrA01,1246964,1260067,14
ChrA01,1254060,1260067,3
ChrA01,1254076,1260067,2
ChrA01,1260142,1264276,3
ChrA01,1266725,1269844,6
ChrA01,1270657,1275557,8
ChrA01,1270657,1275557,7
ChrA01,1270657,1284492,15
ChrA01,1288070,1293915,10
ChrA01,1288070,1293915,10
ChrA01,1288070,1293915,10
ChrA01,1288070,1293915,9
ChrA01,1288070,1297157,10
ChrA01,1309109,1310246,3
ChrA01,1309109,1310562,4
ChrA01,1309109,1310580,4
ChrA01,1309109,1310818,4
ChrA01,1321090,1327029,9
ChrA01,1321090,1328183,6
ChrA01,1321090,1333722,10
ChrA01,1321090,1334718,11
ChrA01,1321090,1334718,12
ChrA01,1326145,1334718,6
ChrA01,1334909,1337426,3
ChrA01,1334911,1337426,3
ChrA01,1337275,1342693,4
ChrA01,1340412,1342693,3
ChrA01,1353799,1356824,4
ChrA01,1353799,1356824,3
ChrA01,1353799,1356824,3
ChrA01,1361507,1363167,2
ChrA01,1370902,1378262,3
ChrA01,1370902,1378262,3
ChrA01,1385068,1405538,12
ChrA01,1407163,1418847,5
ChrA01,1413405,1431582,16
ChrA01,1413405,1431582,14
ChrA01,1421161,1444689,8
ChrA01,1447522,1470064,1
ChrA01,1447522,1470067,16
ChrA01,1447909,1470067,16
ChrA01,1467448,1470067,16
ChrA01,1470157,1475740,4
ChrA01,1477052,1510262,5
ChrA01,1478559,1510262,4
ChrA01,1497731,1510262,2
ChrA01,1510354,1510644,1
ChrA01,1533387,1535476,1
ChrA01,1535818,1543166,3
ChrA01,1550794,1554590,2
ChrA01,1550794,1564946,18
ChrA01,1550794,1565990,20
ChrA01,1550794,1565990,20
ChrA01,1550794,1565990,20
ChrA01,1550794,1565990,20
ChrA01,1551244,1565990,19
ChrA01,1551244,1565990,18
ChrA01,1551689,1565990,19
ChrA01,1559153,1565990,16
ChrA01,1560370,1565990,14
ChrA01,1564485,1565990,3
ChrA01,1567559,1570030,8
ChrA01,1567559,1570030,7
ChrA01,1568161,1570030,6
ChrA01,1568566,1570030,4
ChrA01,1571099,1576737,11
ChrA01,1571099,1580625,2
ChrA01,1571099,1590469,3
ChrA01,1571099,1601578,3
ChrA01,1571099,1608285,5
ChrA01,1571099,1624243,7
ChrA01,1571099,1624243,9
ChrA01,1571099,1624243,10
ChrA01,1571099,1624243,5
ChrA01,1577746,1633247,6
ChrA01,1586822,1633247,4
ChrA01,1590987,1639684,10
ChrA01,1592938,1640391,12
ChrA01,1592938,1640391,11
ChrA01,1592938,1647917,16
ChrA01,1592938,1647917,15
ChrA01,1601213,1655471,5
ChrA01,1601876,1655471,5
ChrA01,1631377,1655543,7
ChrA01,1631785,1655543,5
ChrA01,1634169,1655775,22
ChrA01,1634169,1655775,21
ChrA01,1634169,1655775,21
ChrA01,1634169,1655775,20
ChrA01,1634169,1655775,20
ChrA01,1635662,1655775,18
ChrA01,1635988,1655791,20
ChrA01,1637080,1655791,20
ChrA01,1640232,1655791,14
ChrA01,1640232,1655791,13
ChrA01,1640232,1655791,11
ChrA01,1640956,1655791,9
ChrA01,1647784,1655791,9
ChrA01,1647784,1655791,9
ChrA01,1647784,1663343,2
ChrA01,1656053,1677438,9
ChrA01,1656276,1677438,7
ChrA01,1658823,1677438,6
ChrA01,1682670,1690081,10
ChrA01,1682670,1696885,8
ChrA01,1682670,1709909,12
ChrA01,1682670,1710297,12
ChrA01,1685548,1711508,14
ChrA01,1716724,1822526,12
ChrA01,1716724,1822526,10
ChrA01,1846265,1848733,6
ChrA01,1849028,1850236,2
ChrA01,1849028,1850740,5
ChrA01,1853395,1858842,11
ChrA01,1853395,1859368,10
ChrA01,1884751,1922414,18
ChrA01,1886585,1935276,18
ChrA01,1915109,1935276,7
ChrA01,1944651,1946969,2
ChrA01,1950767,1962192,9
ChrA01,1981908,2088167,5
ChrA01,2005085,2114663,1
ChrA01,2005424,2116834,18
ChrA01,2036154,2116834,15
ChrA01,2076795,2116834,15
ChrA01,2076795,2116834,15
ChrA01,2100286,2116834,14
ChrA01,2112574,2116834,8
ChrA01,2115898,2123179,1
ChrA01,2115898,2126214,8
ChrA01,2115898,2126214,7
ChrA01,2115898,2126214,3
ChrA01,2120987,2126214,4
ChrA01,2120987,2126214,3
ChrA01,2121236,2126214,4
ChrA01,2123333,2139172,8
ChrA01,2160133,2241652,7
ChrA01,2252695,2284100,1
ChrA01,2263564,2322993,14
ChrA01,2281852,2322993,12
ChrA01,2286615,2322993,11
ChrA01,2309493,2322993,7
ChrA01,2323213,2336885,7
ChrA01,2323213,2336885,7
ChrA01,2336240,2344010,6
ChrA01,2336240,2344010,6
ChrA01,2407753,2436892,19
ChrA01,2411622,2436964,22
ChrA01,2411622,2436964,18
ChrA01,2411622,2436964,6
ChrA01,2411622,2436965,19
ChrA01,2430182,2436969,18
ChrA01,2439974,2458035,19
ChrA01,2439974,2458035,19
ChrA01,2460183,2461684,3
ChrA01,2481358,2484284,2
ChrA01,2481358,2484284,3
ChrA01,2481721,2484284,2
ChrA01,2486162,2488450,2
ChrA01,2487804,2490438,4
ChrA01,2487804,2492974,5
ChrA01,2487804,2495188,5
ChrA01,2487804,2495267,8
ChrA01,2517898,2522908,7
ChrA01,2517898,2522908,7
ChrA01,2518188,2522908,7
ChrA01,2518188,2522908,7
ChrA01,2518188,2522908,7
ChrA01,2518188,2522908,7
ChrA01,2518188,2522908,6
ChrA01,2518188,2522908,6
ChrA01,2518516,2522908,6
ChrA01,2522080,2560960,23
ChrA01,2522080,2564481,24
ChrA01,2572806,2706230,7
ChrA01,2938045,2939467,1
ChrA01,2976180,2980350,6
ChrA01,2980635,2984289,2
ChrA01,2985741,3044599,1
ChrA01,2985741,3355185,17
ChrA01,2985741,3355185,17
ChrA01,2985741,3355185,17
ChrA01,3044538,3355185,17
ChrA01,3371146,3391021,3
ChrA01,3382568,3397677,15
ChrA01,3383534,3397677,13
ChrA01,3388170,3397677,12
ChrA01,3388170,3397677,10
ChrA01,3404505,3448012,30
ChrA01,3404505,3477354,1
ChrA01,3477259,3528059,37
ChrA01,3541555,3546694,5
ChrA01,3541555,3546694,4
ChrA01,3541587,3546694,5
ChrA01,3547330,3566671,12
ChrA01,3547336,3566671,11
ChrA01,3548460,3566671,5
ChrA01,3569128,3625098,2
ChrA01,3569128,3646315,8
ChrA01,3569128,3652765,14
ChrA01,3569128,3652765,13
ChrA01,3569128,3652765,13
ChrA01,3569128,3652765,12
ChrA01,3607235,3652765,12
ChrA01,3607235,3652765,11
ChrA01,3607235,3652765,11
ChrA01,3607235,3652765,10
ChrA01,3607235,3652765,10
ChrA01,3607235,3652765,9
ChrA01,3607235,3652765,12
ChrA01,3614609,3652765,11
ChrA01,3614609,3652765,12
ChrA01,3644041,3652765,6
ChrA01,3652547,3663335,6
ChrA01,3652547,3663937,5
ChrA01,3652547,3663937,5
ChrA01,3652547,3663937,6
ChrA01,3652547,3663937,4
ChrA01,3668964,3688209,12
ChrA01,3689333,3692546,4
ChrA01,3689351,3692546,4
ChrA01,3696783,3713068,7
ChrA01,3728644,3753716,12
ChrA01,3728652,3773797,22
ChrA01,3732843,3773797,23
ChrA01,3750234,3773797,12
ChrA01,3773844,3782564,3
ChrA01,3773844,3782962,3
ChrA01,3773844,3783050,4
ChrA01,3773844,3801993,7
ChrA01,3773844,3801993,8
ChrA01,3773844,3801993,8
ChrA01,3773844,3801993,7
ChrA01,3773844,3801993,7
ChrA01,3773844,3801993,8
ChrA01,3773844,3801993,7
ChrA01,3773844,3801993,7
ChrA01,3805696,3816857,4
ChrA01,3805696,3816857,6
ChrA01,3808872,3816857,2
ChrA01,3816967,3832011,4
ChrA01,3816967,3832011,2
ChrA01,3816967,3833879,2
ChrA01,4000671,4012643,3
ChrA01,4472110,4484744,6
ChrA01,4715104,4837854,6
ChrA01,4715104,4843851,6
ChrA01,4847557,4852183,1
ChrA01,5621768,5624203,1
ChrA01,5624130,5728315,3
ChrA01,5922731,5922801,1
ChrA01,5922869,5928435,3
ChrA01,5922870,5965543,6
ChrA01,5936013,6052533,30
ChrA01,5937152,6052533,23
ChrA01,5937152,6052533,17
ChrA01,5946554,6052533,16
ChrA01,6052357,6158621,15
ChrA01,6086072,6161253,16
ChrA01,6086072,6161253,16
ChrA01,6086072,6161253,15
ChrA01,6094347,6161253,16
ChrA01,6105980,6161253,16
ChrA01,6105980,6161253,14
ChrA01,6161846,6191808,21
ChrA01,6161846,6204215,31
ChrA01,6161846,6206931,24
ChrA01,6181164,6240194,42
ChrA01,6245079,6259679,4
ChrA01,6245079,6259679,4
ChrA01,6266188,6268366,3
ChrA01,6266188,6270960,6
ChrA01,6268677,6278429,12
ChrA01,6268940,6281359,18
ChrA01,6281252,6296044,5
ChrA01,6281252,6296044,6
ChrA01,6297870,6299502,2
ChrA01,6304251,6305638,4
ChrA01,6307405,6321035,6
ChrA01,6324331,6419004,9
ChrA01,6324331,6420764,9
ChrA01,6324331,6445883,9
ChrA01,6324331,6453826,9
ChrA01,6324331,6453826,10
ChrA01,6472497,6479979,4
ChrA01,6475293,6484730,4
ChrA01,6484847,6489956,1
ChrA01,6489893,6521004,13
ChrA01,6508102,6521004,8
ChrA01,6521213,6523682,4
ChrA01,6521213,6526255,9
ChrA01,6521213,6526255,9
ChrA01,6521213,6526255,10
ChrA01,6521213,6526255,5
ChrA01,6521213,6526255,9
ChrA01,6521213,6526255,8
ChrA01,6521213,6526255,7
ChrA01,6521213,6526255,5
ChrA01,6521213,6526255,10
ChrA01,6524170,6526255,5
ChrA01,6526151,6531643,9
ChrA01,6526151,6537718,19
ChrA01,6526151,6545529,21
ChrA01,6526151,6546014,21
ChrA01,6526151,6550654,22
ChrA01,6526151,6550654,21
ChrA01,6526151,6551761,21
ChrA01,6526151,6556756,21
ChrA01,6526151,6557156,22
ChrA01,6526151,6557484,22
ChrA01,6526151,6580121,22
ChrA01,6526151,6580121,22
ChrA01,6581406,6614658,12
ChrA01,6581406,6614658,12
ChrA01,6615337,6639817,6
ChrA01,6615337,6639817,5
ChrA01,6630968,6639817,3
ChrA01,6640055,6649340,11
ChrA01,6640062,6649340,11
ChrA01,6640068,6649340,11
ChrA01,6645361,6649340,7
ChrA01,6650778,6659871,4
ChrA01,6650783,6662929,3
ChrA01,6650783,6662929,4
ChrA01,6673755,6684093,4
ChrA01,6684924,6693642,6
ChrA01,6685209,6693642,5
ChrA01,6685209,6695646,5
ChrA01,6694227,6761966,16
ChrA01,6694227,6761966,15
ChrA01,6694227,6761966,15
ChrA01,6845383,6932107,4
ChrA01,6845383,6948261,4
ChrA01,6845383,6948261,4
ChrA01,6845383,7805082,8
ChrA01,7732053,7829766,23
ChrA01,7740147,7829766,12
ChrA01,7796403,7829766,11
ChrA01,7804894,7829766,6
ChrA01,7831328,7841492,5
ChrA01,7844379,7864018,10
ChrA01,7844439,7890221,19
ChrA01,7844713,7890221,18
ChrA01,7844713,7905237,21
ChrA01,7844713,7905237,21
ChrA01,7844713,7905237,21
ChrA01,7903142,7913178,4
ChrA01,7907671,7913565,5
ChrA01,7907671,7973294,8
ChrA01,7975930,7990408,1
ChrA01,7990338,8003225,9
ChrA01,8021713,8045341,1
ChrA01,8021713,8045342,7
ChrA01,8021713,8045342,7
ChrA01,8043018,8045342,6
ChrA01,8071778,8075752,2
ChrA01,8073486,8086393,4
ChrA01,8384389,8404227,8
ChrA01,8390197,8404227,5
ChrA01,8412463,8441235,1
ChrA01,8412463,8483747,13
ChrA01,8412463,8585844,12
ChrA01,8420171,8813897,11
ChrA01,8440651,8877699,24
ChrA01,8525029,8877699,23
ChrA01,8921058,8931635,9
ChrA01,8921058,8939151,12
ChrA01,8923172,8939151,10
ChrA01,8931005,8939151,3
ChrA01,8938893,8939943,2
ChrA01,9005892,9012710,4
ChrA01,9005892,9034503,8
ChrA01,9005892,9035148,8
ChrA01,9005892,9035148,7
ChrA01,9005892,9035148,6
ChrA01,9063358,9086404,12
ChrA01,9097004,9109319,10
ChrA01,9097004,9129653,10
ChrA01,9097004,9129653,4
ChrA01,9097004,9129887,12
ChrA01,9101426,9129887,12
ChrA01,9101426,9129887,5
ChrA01,9117506,9148510,5
ChrA01,9164475,9189229,4
ChrA01,9164475,9189229,3
ChrA01,9169157,9189229,2
ChrA01,9186983,9189250,1
ChrA01,9208345,9211836,1
ChrA01,9211726,9242451,2
ChrA01,9294862,9331394,5
ChrA01,9352940,9429590,3
ChrA01,9415765,9429590,2
ChrA01,9497727,9497837,1
ChrA01,9599527,9642831,7
ChrA01,9648931,9665020,6
ChrA01,9648931,9674935,11
ChrA01,9656916,9674935,8
ChrA01,9711789,9714644,2
ChrA01,9711789,9747627,2
ChrA01,9712667,9775827,4
ChrA01,9740902,9789172,24
ChrA01,9751524,9789172,23
ChrA01,9751524,9789172,23
ChrA01,9770162,9789172,23
ChrA01,9789078,9793604,4
ChrA01,9789078,9884550,19
ChrA01,9789078,9884550,18
ChrA01,9789078,9884550,18
ChrA01,9908333,9970316,6
ChrA01,9908333,9970316,5
ChrA01,9989775,10002840,7
ChrA01,9989775,10003387,8
ChrA01,9989775,10003427,8
ChrA01,9989775,10003427,8
ChrA01,10003485,10045556,5
ChrA01,10057254,10076078,4
ChrA01,10057254,10076078,5
ChrA01,10093040,10241296,28
ChrA01,10093040,10241296,27
ChrA01,10093040,10241296,29
ChrA01,10093040,10241296,27
ChrA01,10093040,10241296,26
ChrA01,10231013,10241296,4
ChrA01,10270763,10334469,11
ChrA01,10270763,10368655,21
ChrA01,10270763,10441655,48
ChrA01,10271673,10441655,48
ChrA01,10292307,10441655,47
ChrA01,10292307,10441655,47
ChrA01,10292307,10441661,47
ChrA01,10292307,10441661,49
ChrA01,10459084,10480201,13
ChrA01,10459084,10480201,12
ChrA01,10490158,10502872,5
ChrA01,10490158,10512060,6
ChrA01,10490158,10512060,5
ChrA01,10490158,10512060,4
ChrA01,10490803,10512060,4
ChrA01,10490803,10512060,3
ChrA01,10509775,10512060,2
ChrA01,10520602,10532613,6
ChrA01,10520602,10532613,5
ChrA01,10535002,10580067,3
ChrA01,10535002,10638484,4
ChrA01,10535002,10683924,5
ChrA01,10535002,10690815,9
ChrA01,10535002,10690815,9
ChrA01,10535002,10690815,8
ChrA01,10535002,10690815,8
ChrA01,10588311,10690815,8
ChrA01,10696665,10721455,2
ChrA01,10707262,10744736,1
ChrA01,10713040,10754507,9
ChrA01,10718063,10856733,21
ChrA01,10744633,10856733,16
ChrA01,11006529,11024328,9
ChrA01,11006529,11024328,8
ChrA01,11006529,11042094,13
ChrA01,11072678,11085549,6
ChrA01,11072678,11085549,5
ChrA01,11086579,11107296,11
ChrA01,11104854,11107296,5
ChrA01,11104854,11107296,3
ChrA01,11105155,11107296,4
ChrA01,11114648,11120091,8
ChrA01,11126675,11159938,25
ChrA01,11126675,11159938,24
ChrA01,11139767,11159938,12
ChrA01,11166587,11191615,20
ChrA01,11166587,11209595,4
ChrA01,11203954,11256038,5
ChrA01,11249345,11322608,58
ChrA01,11333254,11348491,2
ChrA01,11539294,11541938,2
ChrA01,11539294,11586928,12
ChrA01,11561046,11597640,21
ChrA01,11708417,11714401,6
ChrA01,11708417,11714888,6
ChrA01,11709143,11714888,6
ChrA01,11714431,11718713,3
ChrA01,11714913,11723384,5
ChrA01,11714913,11723384,6
ChrA01,11714913,11723384,7
ChrA01,11714913,11723384,5
ChrA01,11714913,11723384,6
ChrA01,11714913,11723384,5
ChrA01,11724149,11734409,6
ChrA01,11734536,11741495,9
ChrA01,11734536,11751678,9
ChrA01,11734536,11751678,11
ChrA01,11751780,11780336,7
ChrA01,11782186,11785914,1
ChrA01,11796141,11810828,6
ChrA01,11796141,11810828,6
ChrA01,11796141,11810828,5
ChrA01,11796141,11810828,5
ChrA01,11796141,11810828,4
ChrA01,11824461,11826573,2
ChrA01,11832138,11849642,14
ChrA01,11839858,11849642,9
ChrA01,11845786,11856547,8
ChrA01,11845786,11863440,11
ChrA01,11845786,11865470,3
ChrA01,11862937,11865470,3
ChrA01,11862937,11866160,12
ChrA01,11866152,11876844,3
ChrA01,11866152,11888276,11
ChrA01,11866152,11888276,11
ChrA01,11866152,11889379,12
ChrA01,11866152,11903201,23
ChrA01,11866152,11903201,23
ChrA01,11866152,11903201,22
ChrA01,11900375,11907674,6
ChrA01,11900375,11907674,5
ChrA01,11900375,11907674,4
ChrA01,11900375,11907674,5
ChrA01,11900375,11907674,5
ChrA01,11900375,11907674,4
ChrA01,11905766,11907840,3
ChrA01,11917520,11918992,3
ChrA01,11979644,11986485,3
ChrA01,11982231,11986485,2
ChrA01,11994723,12035599,19
ChrA01,11994723,12035599,20
ChrA01,12040237,12073572,19
ChrA01,12040237,12073572,18
ChrA01,12079298,12092106,10
ChrA01,12123433,12204264,15
ChrA01,12123433,12204264,14
ChrA01,12185957,12204264,5
ChrA01,12185957,12204264,4
ChrA01,12227059,12251839,1
ChrA01,12227059,12269277,10
ChrA01,12227059,12269277,9
ChrA01,12251761,12269277,8
ChrA01,12290112,12398045,12
ChrA01,12290112,12567451,1
ChrA01,12335881,12572098,70
ChrA01,12371510,12572098,69
ChrA01,12427724,12572098,52
ChrA01,12469883,12572098,19
ChrA01,12567299,12572098,8
ChrA01,12627938,12656106,2
ChrA01,12627938,12676788,6
ChrA01,12638983,12677820,6
ChrA01,12640130,12677820,3
ChrA01,12640550,12677820,2
ChrA01,12704565,12727097,4
ChrA01,12776117,12788726,4
ChrA01,12776117,12788726,3
ChrA01,12806162,12819698,3
ChrA01,12806162,12821102,4
ChrA01,12834983,12838048,3
ChrA01,12851545,12856777,4
ChrA01,12884467,12891264,4
ChrA01,12907235,12908237,1
ChrA01,12907260,12908578,2
ChrA01,12916940,12921764,4
ChrA01,12939032,12946025,4
ChrA01,12952726,12958094,4
ChrA01,12976449,12980568,4
ChrA01,12998301,13007406,4
ChrA01,12998301,13038381,3
ChrA01,13035542,13117751,4
ChrA01,13108513,13117751,4
ChrA01,13182959,13184326,2
ChrA01,13328195,13331692,3
ChrA01,13359818,13369057,4
ChrA01,13386646,13389770,3
ChrA01,13386646,13390765,4
ChrA01,13421175,13428191,4
ChrA01,13447413,13452656,4
ChrA01,13474052,13477569,3
ChrA01,13495253,13498259,3
ChrA01,13516065,13526943,4
ChrA01,13607430,13611550,4
ChrA01,13629937,13635299,4
ChrA01,13641972,13648988,4
ChrA01,13694888,13698405,3
ChrA01,13716087,13719064,3
ChrA01,13736906,13747803,4
ChrA01,13801444,13840242,2
ChrA01,13910251,13944452,6
ChrA01,13910251,13944452,6
ChrA01,13910761,13944452,7
ChrA01,13910761,13944452,6
ChrA01,13911966,13944452,6
ChrA01,13911966,13944452,6
ChrA01,14026734,14107358,4
ChrA01,14031349,14114574,9
ChrA01,14031349,14114574,5
ChrA01,14075855,14150513,1
ChrA01,14075855,14151574,8
ChrA01,14075855,14151574,10
ChrA01,14075855,14151574,4
ChrA01,14146461,14151574,5
ChrA01,14925212,15394651,8
ChrA01,14925212,15394651,8
ChrA01,15250624,15394651,8
ChrA01,15256295,15394651,8
ChrA01,15272414,15394651,7
ChrA01,15287179,15444544,15
ChrA01,15427703,15444544,5
ChrA01,15438310,15478960,5
ChrA01,15438310,15478960,6
ChrA01,15479027,15546874,4
ChrA01,15479027,15546974,4
ChrA01,15480228,15546974,3
ChrA01,15480228,15546974,4
ChrA01,15480228,15546974,3
ChrA01,15573767,15670372,2
ChrA01,15573767,15672019,16
ChrA01,15653175,15690812,4
ChrA01,15668231,15711054,16
ChrA01,15671578,15724622,31
ChrA01,15671911,15724622,16
ChrA01,15684286,15724622,14
ChrA01,15707196,15726778,8
ChrA01,15736390,15756839,4
ChrA01,15764937,15773153,8
ChrA01,15764937,15773153,7
ChrA01,15783222,15798586,8
ChrA01,15802595,15817895,8
ChrA01,15817323,15850940,8
ChrA01,15817895,15850940,9
ChrA01,15817895,15850940,9
ChrA01,15817895,15850940,9
ChrA01,15817895,15850940,5
ChrA01,15817895,15851285,9
ChrA01,15853351,15893091,13
ChrA01,15853351,15898228,15
ChrA01,15853351,15898228,14
ChrA01,15886020,15911605,7
ChrA01,15898193,15918874,14
ChrA01,15943952,15960796,4
ChrA01,15943952,15987552,10
ChrA01,15956819,15987552,8
ChrA01,15986363,15988217,1
ChrA01,15992765,15995537,1
ChrA01,16010826,16061264,20
ChrA01,16062808,16067884,5
ChrA01,16068986,16074292,6
ChrA01,16083153,16101715,6
ChrA01,16085254,16113084,10
ChrA01,16090990,16113084,9
ChrA01,16091029,16113084,6
ChrA01,16091458,16113084,5
ChrA01,16133656,16134194,1
ChrA01,16160709,16174642,2
ChrA01,16174358,16266950,15
ChrA01,16200609,16266950,14
ChrA01,16268363,16302627,16
ChrA01,16268363,16302627,15
ChrA01,16268363,16302627,16
ChrA01,16268363,16302627,16
ChrA01,16270321,16302627,8
ChrA01,16270364,16302627,7
ChrA01,16271431,16302627,6
ChrA01,16272256,16302627,5
ChrA01,16274237,16302627,2
ChrA01,16317618,16317647,1
ChrA01,16330730,16333184,2
ChrA01,16340522,16345285,3
ChrA01,16340522,16345285,3
ChrA01,16340522,16345285,3
ChrA01,16340522,16345285,3
ChrA01,16340522,16346089,4
ChrA01,16345369,16357169,5
ChrA01,16348485,16358786,7
ChrA01,16348485,16360545,24
ChrA01,16348485,16360545,20
ChrA01,16355006,16360545,20
ChrA01,16355006,16360545,19
ChrA01,16355620,16380267,5
ChrA01,16370230,16383821,20
ChrA01,16375256,16383821,13
ChrA01,16384263,16400127,7
ChrA01,16450831,16482582,17
ChrA01,16462083,16482582,6
ChrA01,16524598,16533705,11
ChrA01,16524598,16539104,16
ChrA01,16558181,16563659,5
ChrA01,16576558,16641930,3
ChrA01,16576558,16643088,11
ChrA01,16618819,16678948,10
ChrA01,16693524,16722607,4
ChrA01,16693524,16724639,1
ChrA01,16693524,16724643,4
ChrA01,16693524,16724643,4
ChrA01,16693524,16724643,3
ChrA01,16721826,16724643,3
ChrA01,16722175,16763919,17
ChrA01,16725137,16763919,13
ChrA01,16725137,16763919,11
ChrA01,16767166,16786584,8
ChrA01,16767166,16786584,8
ChrA01,16767166,16786584,7
ChrA01,16782289,16786584,2
ChrA01,16793930,16817579,8
ChrA01,16804749,16819196,15
ChrA01,16847079,16847153,1
ChrA01,16858892,16858966,1
ChrA01,16860349,16862144,2
ChrA01,16862254,16864669,1
ChrA01,16872433,16872504,1
ChrA01,16874159,16874232,1
ChrA01,16875408,16875482,1
ChrA01,16888921,16913756,11
ChrA01,16892902,16913756,11
ChrA01,16892902,16918808,15
ChrA01,16893673,16939752,3
ChrA01,16926095,16940100,29
ChrA01,16931912,16940100,3
ChrA01,16931912,16940100,3
ChrA01,16944750,16952994,4
ChrA01,16944750,16956958,1
ChrA01,16944750,16957604,7
